Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education_Level,EnvironmentSatisfaction_Level,JobInvolvement_Level,JobSatisfaction_Level,PerformanceRating_Level,RelationshipSatisfaction_Level,WorkLifeBalance_Level,EmployeeID,RecordCreationDate,LastUpdatedDate,TenurePerCompany,IncomePerYearOfService
30,No,2,202,2,2,1,5,1,508,3,1,72,3,1,8,2,1,2476,17434,1,0,0,18,3,1,80,1,1,3,3,1,0,0,0,Below College,High,High,Medium,Excellent,Low,Better,5676c886-bf69-4940-9ba9-b4c1c579c64b,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1238.0
26,Yes,1,575,1,3,1,5,1,510,3,1,73,3,1,6,1,2,3102,6582,0,0,0,22,4,3,80,0,7,2,3,6,4,0,4,Below College,High,High,Low,Outstanding,High,Better,9ad0b592-f3e1-4b60-9e71-d63e00337972,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,443.14285714285717
22,No,2,253,1,11,3,3,1,511,1,0,43,3,1,6,2,1,2244,24440,1,0,0,13,3,4,80,1,2,1,3,2,1,1,2,Bachelor,Low,High,Medium,Excellent,Very High,Better,a41a32ca-ff16-4354-86ee-91966908a47c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,748.0
36,No,2,164,2,2,2,3,1,513,2,1,61,2,3,7,3,1,7596,3809,1,0,0,13,3,2,80,2,10,2,3,10,9,9,0,College,Medium,Medium,High,Excellent,Medium,Better,e2462450-49a1-4562-a180-d9766be6f16d,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,690.5454545454545
30,Yes,1,464,1,4,3,5,1,514,3,1,40,3,1,6,4,2,2285,3427,9,0,1,23,4,3,80,0,3,4,3,1,0,0,0,Bachelor,High,High,Very High,Outstanding,High,Better,28d98fad-a3c8-483c-92cd-54cd4bf33854,2025-04-23 17:27:03,2025-04-23 17:27:03,0.3,1142.5
37,No,2,1107,1,14,3,1,1,515,4,0,95,3,1,2,1,0,3034,26914,1,0,0,12,3,3,80,1,18,2,2,18,7,12,17,Bachelor,Very High,High,Low,Excellent,High,Good,0ba52ec2-8308-492b-9f06-b42ed5ae79e3,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,159.68421052631578
40,No,2,759,2,2,2,2,1,516,4,0,46,3,2,7,2,0,5715,22553,7,0,0,12,3,3,80,2,8,5,3,5,4,1,3,College,Very High,High,Medium,Excellent,High,Better,c6ce6115-c8ff-402b-a339-f7a30775f264,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,952.5
42,No,2,201,1,1,4,1,1,517,2,0,95,3,1,2,1,0,2576,20490,3,0,0,16,3,2,80,1,8,5,3,5,2,1,2,Master,Medium,High,Low,Excellent,Medium,Better,f599a626-99fe-4b14-85dc-af5499eabe35,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,429.3333333333333
37,No,2,1305,1,10,4,1,1,518,3,1,49,3,2,4,2,2,4197,21123,2,0,1,12,3,4,80,0,18,2,2,1,0,0,1,Master,High,High,Medium,Excellent,Very High,Good,5cc41b64-4a6a-40a9-9d6f-8361c3b519aa,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,2098.5
43,No,2,982,1,12,3,1,1,520,1,1,59,2,4,5,2,0,14336,4345,1,0,0,11,3,3,80,1,25,3,3,25,10,3,9,Bachelor,Low,Medium,Medium,Excellent,High,Better,556fe7af-4c1f-4998-aee8-378676caf9f6,2025-04-23 17:27:03,2025-04-23 17:27:03,12.5,551.3846153846154
40,No,2,555,1,2,3,3,1,521,2,0,78,2,2,2,3,1,3448,13436,6,0,0,22,4,2,80,1,20,3,3,1,0,0,0,Bachelor,Medium,Medium,High,Outstanding,Medium,Better,5b5abd0c-ed80-4ee0-b49f-1021f6ebe053,2025-04-23 17:27:03,2025-04-23 17:27:03,2.857142857142857,1724.0
54,No,2,821,1,5,2,3,1,522,1,1,86,3,5,5,1,1,19406,8509,4,0,0,11,3,3,80,1,24,4,2,4,2,1,2,College,Low,High,Low,Excellent,High,Good,c3e09add-a5bc-426c-96b0-55c93fec8961,2025-04-23 17:27:03,2025-04-23 17:27:03,4.8,3881.2
34,No,0,1381,2,4,4,2,1,523,3,0,72,3,2,7,3,1,6538,12740,9,0,0,15,3,1,80,1,6,3,3,3,2,1,2,Master,High,High,High,Excellent,Low,Better,69e378be-d10e-4278-ad49-a5eb3cdca018,2025-04-23 17:27:03,2025-04-23 17:27:03,0.6,1634.5
31,No,2,480,1,7,2,3,1,524,2,0,31,3,2,4,1,1,4306,4156,1,0,0,12,3,2,80,1,13,5,1,13,10,3,12,College,Medium,High,Low,Excellent,Medium,Bad,7fba48ba-0c6f-40b5-9939-6bc7f9685e9f,2025-04-23 17:27:03,2025-04-23 17:27:03,6.5,307.57142857142856
43,No,1,313,1,21,3,3,1,525,4,1,61,3,1,2,4,1,2258,15238,7,0,0,20,4,1,80,1,8,1,3,3,2,1,2,Bachelor,Very High,High,Very High,Outstanding,Low,Better,95ecbf91-50f8-4d8d-979c-532b4e0c2a15,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,564.5
43,No,2,1473,1,8,4,4,1,526,3,0,74,3,2,0,3,0,4522,2227,4,0,1,14,3,4,80,0,8,3,3,5,2,0,2,Master,High,High,High,Excellent,Very High,Better,95be3a8c-a828-401d-afb0-e16ecc1f3b17,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6,753.6666666666666
25,No,2,891,2,4,2,1,1,527,2,0,99,2,2,7,4,2,4487,12090,1,0,1,11,3,2,80,0,5,3,3,5,4,1,3,College,Medium,Medium,Very High,Excellent,Medium,Better,6d40f2ff-7e65-4a9a-9889-a7b47b6326bb,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,747.8333333333334
37,No,0,1063,1,25,5,3,1,529,2,0,72,3,2,6,3,1,4449,23866,3,0,1,15,3,1,80,2,15,2,3,13,11,10,7,Doctor,Medium,High,High,Excellent,Low,Better,7fb2bcd1-d540-4e0a-9a20-b0a00e5d496a,2025-04-23 17:27:03,2025-04-23 17:27:03,3.75,317.7857142857143
31,No,2,329,1,1,2,1,1,530,4,1,98,2,1,2,1,1,2218,16193,1,0,0,12,3,3,80,1,4,3,3,4,2,3,2,College,Very High,Medium,Low,Excellent,High,Better,400b85da-bc18-495e-aa21-aea5bbd94064,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,443.6
39,No,1,1218,1,1,1,1,1,531,2,1,52,3,5,3,3,0,19197,8213,1,0,1,14,3,3,80,1,21,3,3,21,8,1,6,Below College,Medium,High,High,Excellent,High,Better,852def8d-3932-46e2-b3e4-a7a417c9ec55,2025-04-23 17:27:03,2025-04-23 17:27:03,10.5,872.5909090909091
56,No,1,906,2,6,3,1,1,532,3,0,86,4,4,7,1,1,13212,18256,9,0,0,11,3,4,80,3,36,0,2,7,7,7,7,Bachelor,High,Very High,Low,Excellent,Very High,Good,35a59cc4-a4f8-4b1b-ac36-87f53b4bed0b,2025-04-23 17:27:03,2025-04-23 17:27:03,3.6,1651.5
30,No,2,1082,2,12,3,5,1,533,2,0,83,3,2,7,3,2,6577,19558,0,0,0,11,3,2,80,0,6,6,3,5,4,4,4,Bachelor,Medium,High,High,Excellent,Medium,Better,1a732027-03cf-4d70-a571-9d650fc3d3b5,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,1096.1666666666667
41,No,2,645,2,1,3,2,1,534,2,1,49,4,3,7,1,1,8392,19566,1,0,0,16,3,3,80,1,10,2,3,10,7,0,7,Bachelor,Medium,Very High,Low,Excellent,High,Better,97e4e0dc-d1d3-467a-80e9-3518211ab8a4,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,762.9090909090909
28,No,2,1300,1,17,2,3,1,536,3,1,79,3,2,2,1,0,4558,13535,1,0,0,12,3,4,80,1,10,2,3,10,0,1,8,College,High,High,Low,Excellent,Very High,Better,b502b5a3-1e51-44fd-9a6f-ffee54f5ce4c,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,414.3636363636364
25,Yes,2,688,1,3,3,3,1,538,1,1,91,3,1,2,1,1,4031,9396,5,0,0,13,3,3,80,1,6,5,3,2,2,0,2,Bachelor,Low,High,Low,Excellent,High,Better,d8b3648f-f086-4096-9013-9de946013799,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,1343.6666666666667
52,No,2,319,1,3,3,3,1,543,4,1,39,2,3,4,3,1,7969,19609,2,0,1,14,3,3,80,0,28,4,3,5,4,0,4,Bachelor,Very High,Medium,High,Excellent,High,Better,ec78038f-2c96-4e15-8aae-9b8896cbbf11,2025-04-23 17:27:03,2025-04-23 17:27:03,9.333333333333334,1328.1666666666667
45,No,2,192,1,10,2,1,1,544,1,1,69,3,1,6,4,1,2654,9655,3,0,0,21,4,4,80,2,8,3,2,2,2,0,2,College,Low,High,Very High,Outstanding,Very High,Good,18067979-9ea3-40c2-b702-2f4376291886,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,884.6666666666666
52,No,2,1490,1,4,2,1,1,546,4,0,30,3,4,3,4,1,16555,10310,2,0,0,13,3,4,80,0,31,2,1,5,2,1,4,College,Very High,High,Very High,Excellent,Very High,Bad,67e8f04e-2717-44f3-b0d9-da2629729c8b,2025-04-23 17:27:03,2025-04-23 17:27:03,10.333333333333334,2759.1666666666665
42,No,1,532,1,29,2,1,1,547,1,0,92,3,2,6,3,0,4556,12932,2,0,0,11,3,2,80,1,19,3,3,5,4,0,2,College,Low,High,High,Excellent,Medium,Better,03f8a2fc-cf54-444d-a8f0-680d8d5cfacc,2025-04-23 17:27:03,2025-04-23 17:27:03,6.333333333333333,759.3333333333334
30,No,2,317,1,2,3,1,1,548,3,0,43,1,2,4,4,2,6091,24793,2,0,0,20,4,3,80,0,11,2,3,5,4,0,2,Bachelor,High,Low,Very High,Outstanding,High,Better,a13e75cc-8e4f-453c-a36c-020a6e22c2a3,2025-04-23 17:27:03,2025-04-23 17:27:03,3.6666666666666665,1015.1666666666666
60,No,2,422,1,7,3,1,1,549,1,0,41,3,5,3,1,1,19566,3854,5,0,0,11,3,4,80,0,33,5,1,29,8,11,10,Bachelor,Low,High,Low,Excellent,Very High,Bad,354f82b0-0a6e-498b-9325-56e3ee2b7268,2025-04-23 17:27:03,2025-04-23 17:27:03,5.5,652.2
46,No,2,1485,1,18,3,3,1,550,3,0,87,3,2,4,3,0,4810,26314,2,0,0,14,3,3,80,1,19,5,2,10,7,0,8,Bachelor,High,High,High,Excellent,High,Good,e2e1f52f-a836-4d71-8d33-db2145b988a3,2025-04-23 17:27:03,2025-04-23 17:27:03,6.333333333333333,437.27272727272725
42,No,1,1368,1,28,4,5,1,551,4,0,88,2,2,0,4,1,4523,4386,0,0,0,11,3,4,80,3,7,4,4,6,5,0,4,Master,Very High,Medium,Very High,Excellent,Very High,Best,fd2d6aea-63d4-4a52-b4b1-c951bc46a305,2025-04-23 17:27:03,2025-04-23 17:27:03,7.0,646.1428571428571
24,Yes,2,1448,2,1,1,5,1,554,1,0,62,3,1,8,2,2,3202,21972,1,0,1,16,3,2,80,0,6,4,3,5,3,1,4,Below College,Low,High,Medium,Excellent,Medium,Better,d931410f-fa0d-4f87-9db3-7879d4ee556a,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,533.6666666666666
34,Yes,1,296,2,6,2,2,1,555,4,0,33,1,1,8,3,0,2351,12253,0,0,0,16,3,4,80,1,3,3,2,2,2,1,0,College,Very High,Low,High,Excellent,Very High,Good,970ce002-3b45-4c11-b9c8-7d088487968b,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,783.6666666666666
38,No,1,1490,1,2,2,1,1,556,4,1,42,3,1,2,4,1,1702,12106,1,0,1,23,4,3,80,1,1,3,3,1,0,0,0,College,Very High,High,Very High,Outstanding,High,Better,9846aecc-38e7-4c67-9fbd-ddef492b73db,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,851.0
40,No,2,1398,2,2,4,1,1,558,3,0,79,3,5,3,3,1,18041,13022,0,0,0,14,3,4,80,0,21,2,3,20,15,1,12,Master,High,High,High,Excellent,Very High,Better,19d5158e-5294-43b1-9ff8-22e80041b77c,2025-04-23 17:27:03,2025-04-23 17:27:03,21.0,859.0952380952381
26,No,2,1349,1,23,3,1,1,560,1,0,90,3,1,6,4,0,2886,3032,1,0,0,22,4,2,80,2,3,3,1,3,2,0,2,Bachelor,Low,High,Very High,Outstanding,Medium,Bad,f696b62a-0c28-418e-8f86-6dc02c9ae557,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,721.5
30,No,0,1400,1,3,3,1,1,562,3,1,53,3,1,2,4,1,2097,16734,4,0,0,15,3,3,80,1,9,3,1,5,3,1,4,Bachelor,High,High,Very High,Excellent,High,Bad,1df0a7b2-2694-4938-a43b-8221cb94eb13,2025-04-23 17:27:03,2025-04-23 17:27:03,1.8,349.5
29,No,2,986,1,3,4,3,1,564,2,1,93,2,3,5,3,1,11935,21526,1,0,0,18,3,3,80,0,10,2,3,10,2,0,7,Master,Medium,Medium,High,Excellent,High,Better,6c2d8690-71e4-45ba-8128-c0ef02751d08,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,1085.0
29,Yes,2,408,1,25,5,5,1,565,3,0,71,2,1,6,2,1,2546,18300,5,0,0,16,3,2,80,0,6,2,4,2,2,1,1,Doctor,High,Medium,Medium,Excellent,Medium,Best,86b37398-6e20-424c-9133-a6d3014acd61,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,848.6666666666666
19,Yes,2,489,0,2,2,5,1,566,1,1,52,2,1,1,4,2,2564,18437,1,0,0,12,3,3,80,0,1,3,4,1,0,0,0,College,Low,Medium,Very High,Excellent,High,Best,f22eff8c-8f59-4dc1-b4ec-ccc626f749a3,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1282.0
30,No,0,1398,2,22,4,4,1,567,3,0,69,3,3,7,1,1,8412,2890,0,0,0,11,3,3,80,0,10,3,3,9,8,7,8,Master,High,High,Low,Excellent,High,Better,a9256ae5-9917-4e80-b47d-1393b64a74af,2025-04-23 17:27:03,2025-04-23 17:27:03,10.0,841.2
57,No,2,210,2,29,3,2,1,568,1,1,56,2,4,3,4,0,14118,22102,3,0,0,12,3,3,80,1,32,3,2,1,0,0,0,Bachelor,Low,Medium,Very High,Excellent,High,Good,c2bd9bbf-af28-478e-a4a7-f574740603ff,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,7059.0
50,No,2,1099,1,29,4,1,1,569,2,1,88,2,4,3,3,1,17046,9314,0,0,0,15,3,2,80,1,28,2,3,27,10,15,7,Master,Medium,Medium,High,Excellent,Medium,Better,f7ace442-2e40-4616-bc2f-6674b9a4ba0c,2025-04-23 17:27:03,2025-04-23 17:27:03,28.0,608.7857142857143
30,No,0,1116,1,2,3,3,1,571,3,0,49,3,1,2,4,2,2564,7181,0,0,0,14,3,3,80,0,12,2,2,11,7,6,7,Bachelor,High,High,Very High,Excellent,High,Good,179b5330-723b-4fba-8600-c6411b8c19f2,2025-04-23 17:27:03,2025-04-23 17:27:03,12.0,213.66666666666666
60,No,1,1499,2,28,3,2,1,573,3,0,80,2,3,7,1,1,10266,2845,4,0,0,19,3,4,80,0,22,5,4,18,13,13,11,Bachelor,High,Medium,Low,Excellent,Very High,Best,156e69ef-bb25-4f38-bf72-ee0af9c2f4ff,2025-04-23 17:27:03,2025-04-23 17:27:03,4.4,540.3157894736842
47,No,2,983,1,2,2,3,1,574,1,0,65,3,2,4,4,0,5070,7389,5,0,0,13,3,3,80,3,20,2,3,5,0,0,4,College,Low,High,Very High,Excellent,High,Better,2f4f1887-557f-4d52-bb9e-a59b5d1e8aa4,2025-04-23 17:27:03,2025-04-23 17:27:03,3.3333333333333335,845.0
46,No,2,1009,1,2,3,1,1,575,1,1,51,3,4,5,3,1,17861,2288,6,0,0,13,3,3,80,0,26,2,1,3,2,0,1,Bachelor,Low,High,High,Excellent,High,Bad,8d941528-6c8a-4a6e-92ee-ac8c44df4407,2025-04-23 17:27:03,2025-04-23 17:27:03,3.7142857142857144,4465.25
35,No,2,144,1,22,3,1,1,577,4,1,46,1,1,2,3,2,4230,19225,0,0,0,15,3,3,80,0,6,2,3,5,4,4,3,Bachelor,Very High,Low,High,Excellent,High,Better,096f5174-d3d9-4d27-b21e-084f18766270,2025-04-23 17:27:03,2025-04-23 17:27:03,6.0,705.0
54,No,2,548,1,8,4,1,1,578,3,0,42,3,2,2,3,2,3780,23428,7,0,0,11,3,3,80,0,19,3,3,1,0,0,0,Master,High,High,High,Excellent,High,Better,178b3f11-ebd9-4771-b34c-55a47e31ccad,2025-04-23 17:27:03,2025-04-23 17:27:03,2.375,1890.0
34,No,2,1303,1,2,4,1,1,579,4,1,62,2,1,6,3,0,2768,8416,3,0,0,12,3,3,80,1,14,3,3,7,3,5,7,Master,Very High,Medium,High,Excellent,High,Better,e17809cd-99a0-47a1-a8cb-b742c3990ba3,2025-04-23 17:27:03,2025-04-23 17:27:03,3.5,346.0
46,No,2,1125,2,10,3,2,1,580,3,0,94,2,3,7,4,1,9071,11563,2,0,1,19,3,3,80,1,15,3,3,3,2,1,2,Bachelor,High,Medium,Very High,Excellent,High,Better,d129df1f-f7a9-4b3d-825b-bf4403214345,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,2267.75
31,No,2,1274,1,9,1,1,1,581,3,1,33,3,3,4,2,0,10648,14394,1,0,0,25,4,4,80,1,13,6,4,13,8,0,8,Below College,High,High,Medium,Outstanding,Very High,Best,8c0daf47-576a-4d61-9e4f-dce7f2f4f891,2025-04-23 17:27:03,2025-04-23 17:27:03,6.5,760.5714285714286
33,Yes,2,1277,1,15,1,3,1,582,2,1,56,3,3,3,3,1,13610,24619,7,0,1,12,3,4,80,0,15,2,4,7,6,7,7,Below College,Medium,High,High,Excellent,Very High,Best,df3377e1-43c6-40c6-952c-19380ceef1ed,2025-04-23 17:27:03,2025-04-23 17:27:03,1.875,1701.25
33,Yes,2,587,1,10,1,3,1,584,1,1,38,1,1,2,4,0,3408,6705,7,0,0,13,3,1,80,3,8,2,3,4,3,1,3,Below College,Low,Low,Very High,Excellent,Low,Better,757f6fb8-e1c4-429c-87b0-0b84b6a814fa,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,681.6
30,No,2,413,2,7,1,2,1,585,4,1,57,3,1,8,2,2,2983,18398,0,0,0,14,3,1,80,0,4,3,3,3,2,1,2,Below College,Very High,High,Medium,Excellent,Low,Better,b4dd2abb-6a3c-4422-82ed-50668b947998,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,745.75
35,No,2,1276,1,16,3,1,1,586,4,1,72,3,3,0,3,1,7632,14295,4,0,1,12,3,3,80,0,10,2,3,8,7,0,0,Bachelor,Very High,High,High,Excellent,High,Better,80f83585-a790-46a4-8b0d-7c7cec5f6416,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,848.0
31,Yes,1,534,1,20,3,1,1,587,1,1,66,3,3,0,3,1,9824,22908,3,0,0,12,3,1,80,0,12,2,3,1,0,0,0,Bachelor,Low,High,High,Excellent,Low,Better,616da43e-7f51-45da-857f-2c01c2b6353e,2025-04-23 17:27:03,2025-04-23 17:27:03,3.0,4912.0
34,Yes,1,988,0,23,3,0,1,590,2,0,43,3,3,1,1,0,9950,11533,9,0,1,15,3,3,80,3,11,2,3,3,2,0,2,Bachelor,Medium,High,Low,Excellent,High,Better,335487bb-bd64-4f26-bdbb-ee17e7a55dc8,2025-04-23 17:27:03,2025-04-23 17:27:03,1.1,2487.5
42,No,1,1474,1,5,2,4,1,591,2,1,97,3,1,2,3,1,2093,9260,4,0,0,17,3,4,80,1,8,4,3,2,2,2,0,College,Medium,High,High,Excellent,Very High,Better,bf437678-7a2a-4b15-a2a1-90a0c68bd97c,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6,697.6666666666666
36,No,0,635,2,10,4,3,1,592,2,1,32,3,3,7,4,2,9980,15318,1,0,0,14,3,4,80,0,10,3,2,10,3,9,7,Master,Medium,High,Very High,Excellent,Very High,Good,de39ee47-c9b2-4bbb-aa75-74c2017863a6,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,907.2727272727273
22,Yes,1,1368,1,4,1,5,1,593,3,1,99,2,1,2,3,2,3894,9129,5,0,0,16,3,3,80,0,4,3,3,2,2,1,2,Below College,High,Medium,High,Excellent,High,Better,2416a18e-00e8-4978-99e8-c548be331a39,2025-04-23 17:27:03,2025-04-23 17:27:03,0.6666666666666666,1298.0
48,No,2,163,2,2,5,2,1,595,2,0,37,3,2,7,4,1,4051,19658,2,0,0,14,3,1,80,1,14,2,3,9,7,6,7,Doctor,Medium,High,Very High,Excellent,Low,Better,071bf2ab-2a10-4d60-a71a-83e8aac02c9a,2025-04-23 17:27:03,2025-04-23 17:27:03,4.666666666666667,405.1
55,No,2,1117,2,18,5,1,1,597,1,0,83,3,4,3,2,2,16835,9873,3,0,0,23,4,4,80,0,37,2,3,10,9,7,7,Doctor,Low,High,Medium,Outstanding,Very High,Better,d1fa1a6f-2dba-4c19-a6e6-c13ce99738c7,2025-04-23 17:27:03,2025-04-23 17:27:03,9.25,1530.4545454545455
41,No,0,267,2,10,2,1,1,599,4,1,56,3,2,7,4,2,6230,13430,7,0,0,14,3,4,80,0,16,3,3,14,3,1,10,College,Very High,High,Very High,Excellent,Very High,Better,001792ed-cd72-49e1-b40c-2f2f75485dfb,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,415.3333333333333
35,No,2,619,2,1,3,2,1,600,2,1,85,3,2,7,3,1,4717,18659,9,0,0,11,3,3,80,0,15,2,3,11,9,6,9,Bachelor,Medium,High,High,Excellent,High,Better,bae43bd8-f17f-488e-bb36-2ca06bddbae6,2025-04-23 17:27:03,2025-04-23 17:27:03,1.5,393.0833333333333
40,No,2,302,1,6,3,1,1,601,2,0,75,3,4,4,3,2,13237,20364,7,0,0,15,3,3,80,0,22,3,3,20,6,5,13,Bachelor,Medium,High,High,Excellent,High,Better,fcd1a0df-114d-4869-8974-04bfa8f14230,2025-04-23 17:27:03,2025-04-23 17:27:03,2.75,630.3333333333334
39,No,1,443,1,8,1,1,1,602,3,0,48,3,1,2,3,1,3755,17872,1,0,0,11,3,1,80,1,8,3,3,8,3,0,7,Below College,High,High,High,Excellent,Low,Better,570d49c1-7078-4014-84b7-f46e8219c630,2025-04-23 17:27:03,2025-04-23 17:27:03,4.0,417.22222222222223
31,No,2,828,2,2,1,1,1,604,2,1,77,3,2,7,4,2,6582,8346,4,0,1,13,3,3,80,0,10,2,4,6,5,0,5,Below College,Medium,High,Very High,Excellent,High,Best,c4c9532d-f572-449f-957a-90e1939d9942,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,940.2857142857143
42,No,2,319,1,24,3,3,1,605,4,1,56,3,3,4,1,1,7406,6950,1,0,1,21,4,4,80,1,10,5,2,10,9,5,8,Bachelor,Very High,High,Low,Outstanding,Very High,Good,2ea447eb-5f5e-45c5-862b-06c5f9478771,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,673.2727272727273
45,No,2,561,2,2,3,4,1,606,4,1,61,3,2,7,2,1,4805,16177,0,0,0,19,3,2,80,1,9,3,4,8,7,3,7,Bachelor,Very High,High,Medium,Excellent,Medium,Best,15c87613-4995-4291-9033-f310adf2d51a,2025-04-23 17:27:03,2025-04-23 17:27:03,9.0,533.8888888888889
26,Yes,1,426,0,17,4,1,1,608,2,0,58,3,1,1,3,0,2741,22808,0,0,1,11,3,2,80,1,8,2,2,7,7,1,0,Master,Medium,High,High,Excellent,Medium,Good,35d6f97f-cb14-43de-9370-226ffd0d9fcb,2025-04-23 17:27:03,2025-04-23 17:27:03,8.0,342.625
29,No,2,232,1,19,3,5,1,611,4,1,34,3,2,4,4,0,4262,22645,4,0,0,12,3,2,80,2,8,2,4,3,2,1,2,Bachelor,Very High,High,Very High,Excellent,Medium,Best,3fe5fa53-4f08-48d8-a6db-2bf39d236397,2025-04-23 17:27:03,2025-04-23 17:27:03,1.6,1065.5
33,No,2,922,1,1,5,3,1,612,1,0,95,4,4,5,3,0,16184,22578,4,0,0,19,3,3,80,1,10,2,3,6,1,0,5,Doctor,Low,Very High,High,Excellent,High,Better,55f7dd83-baf6-4771-aff8-a374e2383ec0,2025-04-23 17:27:03,2025-04-23 17:27:03,2.0,2312.0
31,No,2,688,2,7,3,1,1,613,3,1,44,2,3,3,4,0,11557,25291,9,0,0,21,4,3,80,1,10,3,2,5,4,0,1,Bachelor,High,Medium,Very High,Outstanding,High,Good,3150d0ae-c265-4acb-9ff9-9c4706be55fc,2025-04-23 17:27:03,2025-04-23 17:27:03,1.0,1926.1666666666667
18,Yes,1,1306,2,5,3,2,1,614,2,1,69,3,1,8,2,2,1878,8059,1,0,1,14,3,4,80,0,0,3,3,0,0,0,0,Bachelor,Medium,High,Medium,Excellent,Very High,Better,5a725965-418f-4e9c-8fcf-46eae459900a,2025-04-23 17:27:03,2025-04-23 17:27:03,0.0,1878.0
40,No,0,1094,2,28,3,4,1,615,3,1,58,1,3,7,1,0,10932,11373,3,0,0,15,3,3,80,1,20,2,3,1,0,0,1,Bachelor,High,Low,Low,Excellent,High,Better,8233223a-3f97-4dbd-9598-914ebb314493,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,5466.0
41,No,0,509,1,2,4,4,1,616,1,0,62,2,2,0,3,2,6811,2112,2,0,1,17,3,1,80,0,10,3,3,8,7,0,7,Master,Low,Medium,High,Excellent,Low,Better,73196268-135c-4f6a-b425-1a4cd48637fc,2025-04-23 17:27:03,2025-04-23 17:27:03,3.3333333333333335,756.7777777777778
26,No,2,775,2,29,2,3,1,618,1,1,45,3,2,7,3,0,4306,4267,5,0,0,12,3,1,80,2,8,5,3,0,0,0,0,College,Low,High,High,Excellent,Low,Better,41be6cdc-8504-4335-aab4-a3414513ddf3,2025-04-23 17:27:03,2025-04-23 17:27:03,1.3333333333333333,4306.0
35,No,2,195,2,1,3,3,1,620,1,0,80,3,2,7,3,2,4859,6698,1,0,0,16,3,4,80,0,5,3,3,5,4,0,3,Bachelor,Low,High,High,Excellent,Very High,Better,690bd6f5-1636-46ea-a7a0-9971f59a04bd,2025-04-23 17:27:03,2025-04-23 17:27:03,2.5,809.8333333333334
34,No,2,258,2,21,4,1,1,621,4,1,74,4,2,7,4,2,5337,19921,1,0,0,12,3,4,80,0,10,3,3,10,7,5,7,Master,Very High,Very High,Very High,Excellent,Very High,Better,c241e8ab-e0cb-499a-ac60-82ec68d0306d,2025-04-23 17:27:03,2025-04-23 17:27:03,5.0,485.1818181818182
26,Yes,2,471,1,24,3,5,1,622,3,1,66,1,1,2,4,2,2340,23213,1,0,1,18,3,2,80,0,1,3,1,1,0,0,0,Bachelor,High,Low,Very High,Excellent,Medium,Bad,085390e0-fed8-4967-a212-93fe61d3cbfa,2025-04-23 17:27:03,2025-04-23 17:27:03,0.5,1170.0
37,No,2,799,1,1,3,5,1,623,2,0,59,3,3,4,4,2,7491,23848,4,0,0,17,3,4,80,0,12,3,4,6,5,1,2,Bachelor,Medium,High,Very High,Excellent,Very High,Best,e753bc46-9dfc-4887-8859-cea8b1d7273a,2025-04-23 17:27:03,2025-04-23 17:27:03,2.4,1070.142857142857
